period,id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h
common,62,버티컬 무선 마우스,620,0.21,100,50.1k,206.1k,-0.2,610|500|610|590|630|590|520|670|730|570|710|580,9,9281,0,0,801|613|634|667|709,C,true
common,63,stormx 마우스 블루투스 연결,52,,4,0,0,-0.2,40|30|56|30|56|50|30|40|50|50|66|40,1,3137,0,0,,C,false
common,64,stormx vm1,17,,,0,0,-0.2,60|30|17|20|20|28|26|18|20|20|15|16,8,64,0,0,,C,false
common,65,stormx vm1 마우스 블루투스 연결,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,66|64|70|67|63|69|72|33|62|68|71|73,C,false
common,66,stormx m1 매크로,16,,2,0,0,1,20|10|10|10|10|10|10|20|10|10|20|20,4,1088,0,0,,C,false
common,67,stormx vm3 드라이버,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,64,0,0,,C,false
common,68,제닉스 마우스 드라이버,123,,0,0,0,-0.26,222|161|243|236|222|163|176|213|136|141|130|100,2,64,1,0,,C,false
common,69,stormx 헤드셋 드라이버,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1089,0,0,,C,false
common,70,stormx vm2 마우스 블루투스 연결,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,C,false
common,71,제닉스 마우스 추천,6,,50,0,0,0,10|10|10|10|10|10|10|10|10|0|10|10,4,8257,0,0,,C,false
common,72,마우스 타이탄,0,,,0,0,0,0|0|19|20|0|0|0|0|0|0|0|0,8,64,0,0,,C,false
common,73,제닉스 버티컬 마우스 vm1 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,65,0,0,,C,false
common,74,예쁜 마우스 디시,33,0.53,81,0,0,-0.25,20|20|40|30|20|10|20|20|40|40|30|30,1,64,0,0,,D,false
common,75,사무용 마우스 추천 디시,346,0.32,75,0,0,-0.33,140|170|170|210|170|260|320|260|390|390|390|260,4,2112,0,0,,D,false
common,76,앱코 버티컬 마우스,2000,0.06,99,71.5k,201.3k,-0.03,1.4k|1.3k|1.6k|1.6k|1.6k|1.1k|1.2k|1.3k|1.9k|1.9k|2.4k|1.8k,8,9282,2,8,634|667,D,false
common,77,디자이너 마우스 추천디시,36,,53,0,0,-0.25,40|40|20|20|40|20|30|30|40|50|30|30,1,2113,0,0,,D,false
common,78,작업용 무선 마우스,16,0.67,100,0,0,0,10|10|10|10|10|10|10|10|10|20|20|10,8,8257,0,0,,D,false
common,79,유선 버티컬 마우스,1083,0.11,100,80.2k,226.9k,-0.12,980|840|1.2k|1.0k|890|810|830|1.1k|1.1k|980|1.3k|1.0k,8,8256,0,0,801|715|634,D,false
common,80,3d 작업용 마우스,20,0.13,96,0,0,-0.5,20|30|40|40|20|20|30|20|20|20|30|10,9,8256,0,0,,D,false
common,81,사무용 마우스 디시,270,0.53,49,0,0,-0.34,210|170|260|210|210|260|260|210|260|320|320|170,1,0,0,0,,D,false
common,82,사무용 마우스 끝판왕,152,0.25,76,0,0,-0.46,190|188|230|240|199|170|156|240|238|160|170|128,1,10305,0,0,,D,false
common,83,작업용 마우스,200,0.11,100,0,0,-0.45,150|170|200|190|180|220|210|190|240|230|240|130,8,64,0,0,80|95|77|104|33|389|89|84|101|88|98|78,D,false
common,84,사무용 마우스 추천 클리앙,56,,69,0,0,-0.28,50|70|70|70|70|70|70|50|70|50|70|50,1,0,0,0,,D,false
common,85,웨어러블 마우스,106,0.54,27,148.8k,732.6k,-0.62,86|59|50|55|88|30|30|85|277|110|105|103,4,3137,0,0,,D,false
common,86,마이크로소프트 디자이너 마우스,193,0.11,59,0,0,-0.22,140|120|150|150|130|120|120|150|180|210|230|140,8,65,1,0,,D,false
common,87,사무용 마우스 가성비,43,0.12,89,0,0,-0.42,40|50|40|50|40|50|40|40|70|40|50|40,8,10305,0,0,,D,false
common,88,작업용 마우스 디시,13,,35,0,0,0,20|10|40|10|10|10|20|10|10|20|10|10,1,65,0,0,,D,false
common,89,사무용 마우스 추천,2460,0.33,100,102.8k,431.9k,-0.24,1.6k|1.6k|2k|1.9k|1.9k|2.3k|2.3k|2.4k|2.8k|2.7k|2.6k|2.1k,8,8257,1,0,,D,true
common,90,캐드 마우스 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,D,false
common,91,디자이너 버티컬 마우스,24,0.71,33,0,0,-0.65,36|10|40|40|40|40|37|28|29|24|40|10,8,8257,0,0,667,D,false
common,92,직장인 마우스 추천,100,0.09,100,0,0,-0.33,90|80|120|90|70|110|90|120|150|130|70|100,5,10241,0,0,,D,false
common,93,로지텍 사무용 무선 마우스,93,0.05,100,110.4k,265.9k,0.33,90|110|120|110|100|80|90|80|60|90|110|80,8,8258,0,0,801,D,false
common,94,마우스 디자인,129,0.14,18,0,0,0.77,130|110|105|86|140|108|90|89|90|89|140|160,1,8256,0,0,95|77|97|33,D,false
common,95,디자이너 마우스 추천,260,0.12,90,0,0,-0.13,310|260|330|320|260|230|260|270|230|250|330|200,4,10304,0,0,,D,false
common,96,사무실 마우스 추천,623,0.45,100,0,0,-0.27,400|370|580|510|500|450|470|620|730|650|690|530,8,10305,0,24,,D,false
common,97,마우스 커서 디자인,370,,0,0,0,0.78,178|167|175|165|217|172|179|197|230|290|410|410,1,8256,2,5,,D,false
common,98,작업용 마우스 추천 디시,26,0.24,73,0,0,-0.33,0|30|20|30|20|30|30|20|30|20|40|20,1,65,0,0,,D,false
common,99,사무용 유선 마우스 추천,123,0.19,73,0,0,1.87,49|58|80|60|60|90|70|70|80|70|70|230,4,8257,0,0,,D,false
common,100,사무용 무선 마우스 추천,423,0.09,100,65.3k,468.9k,-0.1,410|280|420|370|350|330|410|390|470|390|460|420,8,8257,1,0,,D,false
common,101,음악 작업용 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,D,false
common,102,사무용 무선 마우스 추천 디시,150,0.24,83,0,0,-0.35,90|90|90|110|90|90|110|90|170|170|170|110,1,65,0,0,,D,false
common,103,3d 모델링 마우스 추천,23,,24,0,0,-0.5,50|70|40|30|50|20|40|40|40|30|20|20,8,10305,0,0,,D,false
common,104,로지텍 사무용 마우스,1360,0.13,100,99.6k,347.1k,-0.09,860|810|1.1k|940|840|1.1k|1.1k|1.2k|1.2k|1.4k|1.5k|1.1k,8,8256,1,16,801,D,false
common,105,개발자 무선 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,D,false
common,106,3d 모델링 마우스 추천 디시,13,,20,0,0,-0.5,20|20|10|10|10|10|10|10|20|20|10|10,1,0,0,0,,D,false
common,107,프로그래밍 마우스,20,0.47,63,122.1k,540.8k,0,20|10|33|30|10|20|20|20|20|20|20|20,4,64,0,0,105|374|33,D,false
common,108,디자인과 마우스,7,,,0,0,0,0|0|0|0|0|0|0|0|0|11|12|0,4,8257,0,0,,D,false
common,109,손목 패드 추천 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,E,false
common,110,모락 모쿠 손목 받침대 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,,E,false
common,111,다이소 고양이 손목쿠션,59,,7,0,0,-0.03,81|44|53|53|42|61|61|60|63|54|62|61,8,1088,0,0,,E,false
common,112,왼손 마우스 추천,52,0.17,95,80.6k,394.6k,-0.24,40|50|50|60|60|50|70|80|50|80|40|38,8,8257,0,0,,E,false
common,113,마우스 손목쿠션 디시,10,,72,0,0,30,0|0|0|0|0|0|0|0|0|0|0|30,4,64,0,0,,E,false
common,114,손목쿠션 효과,23,,45,0,0,1,50|40|30|20|20|20|20|10|10|30|20|20,1,8257,0,0,139,E,false
common,115,키보드 손목 받침대 디시,173,,85,0,0,-0.17,110|140|170|170|140|140|110|170|170|210|170|140,1,1088,0,0,,E,false
common,116,다이소 마우스 손목쿠션,203,0.0,39,0,0,0.25,220|150|220|130|170|190|290|410|200|240|120|250,8,64,0,32,,E,false
common,117,컴퓨터 손목 보호대 디시,63,0.59,60,0,0,0,70|70|110|140|110|110|110|50|70|50|70|70,1,64,0,0,,E,false
common,118,손목보호 마우스패드 추천,76,0.36,100,177.2k,553.2k,0.14,40|40|80|70|90|68|70|70|70|60|90|80,8,9281,0,32,,E,false
common,119,다이소 키보드 손목 받침대,513,0.13,68,0,0,0.52,370|380|220|230|380|250|290|340|420|370|530|640,8,1088,0,0,,E,false
common,120,손목 편한 마우스,493,0.22,100,137.4k,364.9k,-0.08,380|410|460|420|420|370|360|390|500|460|560|460,8,9281,0,0,801|715|613|634|667|709,E,false
common,121,손목 밴드 쿠션,0,,,0,0,0,0|15|0|0|14|0|0|0|0|0|0|0,8,1088,0,0,156,E,false
common,122,다이소 손목쿠션,496,0.03,27,0,0,-0.03,630|640|710|700|720|510|490|480|510|500|500|490,8,1088,0,0,156,E,false
common,123,다이소 키보드 받침,21,,,0,0,-0.28,18|18|18|20|20|19|20|15|28|15|30|20,8,1088,0,0,189,E,false
common,124,키보드 손목 쿠션,333,0.04,82,35.6k,190.9k,0.76,400|390|530|420|340|290|460|320|250|210|350|440,9,8256,0,8,156,E,false
common,125,마우스 거치대 다이소,20,,,0,0,0,0|17|20|30|30|20|20|0|20|20|20|20,8,1088,0,0,139,E,false
common,126,손목 쿠션 제작,22,,14,0,0,-0.15,30|50|20|40|37|10|10|24|32|10|31|27,5,8257,0,0,156,E,false
common,127,다이소 손목쿠션 디시,30,,8,0,0,0,30|40|30|20|30|20|20|10|30|40|20|30,4,1088,0,0,,E,false
common,128,마우스 받침대,846,0.15,100,72.7k,222.7k,0,800|810|890|830|850|690|670|650|770|800|970|770,8,9280,0,16,,E,false
common,129,손목 보호 인형,43,,25,0,0,0.37,40|40|40|50|57|33|24|27|35|48|34|48,8,1088,0,0,156,E,false
common,130,우팅 손목 받침대 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,,E,false
common,131,다이소 마우스 손목 받침대,156,0.0,58,0,0,-0.59,270|260|290|90|110|70|110|190|270|120|240|110,8,1024,0,0,,E,false
common,132,마우스 손목받침대,5813,0.17,100,99.9k,350.5k,-0.07,7.8k|8.4k|9.1k|7.2k|6.9k|5.5k|6.3k|5.6k|6.2k|5.3k|6.4k|5.7k,8,9280,0,16,139,E,false
common,133,키보드 손목 받침대,11300,0.17,100,86.0k,404.0k,-0.04,8.7k|7.5k|9.0k|8.4k|10.5k|8.2k|6.6k|7.9k|10.0k|9.5k|14.8k|9.6k,9,9280,0,0,,E,false
common,134,팜레스트 효과,76,0.09,17,0,0,-0.22,70|90|110|70|107|90|50|70|90|90|70|70,1,65,0,0,,E,false
common,135,다이소 팜레스트 디시,56,,21,0,0,0,20|30|40|30|30|30|30|40|30|70|70|30,1,0,0,0,,E,false
common,136,왼손 버티컬 마우스,343,0.21,100,43.8k,150.3k,-0.05,240|300|300|350|310|270|230|290|370|300|380|350,9,8256,0,0,,E,false
common,137,마우스 팜레스트 추천,26,,100,0,0,0,30|20|20|40|30|20|10|20|30|30|20|30,9,10241,0,0,,E,false
common,138,마우스 손목 받침대 추천 디시,150,0.51,100,0,0,0.54,170|140|210|140|90|140|140|90|110|140|140|170,1,2113,0,0,,E,false
common,139,마우스 손목 받침대다이소,20,,,0,0,0,20|40|50|20|30|15|0|50|20|20|20|20,8,9280,0,0,147|165|122|151|135|158|138|143|113|33|160|133,E,false
common,140,마우스 패드,60466,0.27,98,83.8k,536.8k,-0.29,48.1k|47k|58.9k|57.7k|53.2k|48.5k|50.4k|57.8k|72.2k|65k|65.4k|51k,8,2113,0,0,,E,true
common,141,마우스 손목 보호대 디시,63,0.38,71,0,0,0,40|50|70|70|40|50|50|40|50|70|70|50,4,64,0,0,,E,false
common,142,마우스 쿠션,160,0.42,64,59.2k,612.4k,-0.22,180|220|230|190|210|150|100|140|220|150|160|170,8,11329,0,8,156,E,false
common,143,마우스 손목받침대 퀘이사존,60,,63,0,0,-0.42,90|70|70|90|70|70|70|50|70|70|70|40,1,64,0,0,,E,false
common,144,마우스 손목쿠션효과,10,,10,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,8257,0,0,,E,false
common,145,손목받침대 디시,76,0.13,62,0,0,0,70|90|110|110|90|70|90|90|90|70|70|90,1,64,0,0,,E,false
common,146,다이소 마우스패드 손목,30,,,0,0,0.2,30|16|20|0|0|0|0|0|50|0|30|60,8,1088,0,16,189,E,false
common,147,다이소 마우스패드,6270,0.14,45,26.9k,121.0k,-0.15,5.0k|5.0k|5.2k|5.6k|5.5k|4.9k|4.7k|4.9k|6.2k|6.5k|7.0k|5.3k,8,1088,0,0,,E,false
common,148,손목 쿠션 인형,52,,,0,0,2,70|30|50|40|60|29|29|39|20|38|60|60,4,64,2,0,156,E,false
common,149,마우스 손목 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,186|33|174|178|634|120,E,false
common,150,팜레스트,14086,0.2,74,104.9k,450.3k,-0.14,12.3k|12.3k|14.9k|13.1k|13.8k|11.9k|12.4k|13.9k|15.5k|13.1k|16.0k|13.2k,9,9536,0,24,,E,false
common,151,다이소 컴퓨터 손목보호대,0,,,0,0,0,0|12|0|0|0|0|0|0|0|0|0|0,8,3136,0,0,,E,false
common,152,왼손 마우스 연습,30,,0,0,0,-0.6,30|40|40|40|40|40|43|30|50|40|30|20,1,0,0,0,,E,false
common,153,엘레컴 마우스,203,0.11,100,73.6k,323.2k,-0.25,300|220|330|240|230|280|260|260|240|210|220|180,8,2112,0,0,,E,false
common,154,인체공학 마우스패드,20,,,0,0,-0.33,30|20|30|30|30|30|20|16|30|20|20|20,4,1088,0,0,138|413|141|143|190|33|178|160|118|179|175|153,E,false
common,155,마우스 손잡이,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1089,0,0,131|374|181|413|132|142|140|33|152|112|136|185,E,false
common,156,마우스 손목쿠션,590,0.76,94,0,0,-0.14,510|550|670|500|570|290|300|460|640|580|640|550,8,9280,0,0,111|162|116|183|127|143|113|144|142|33|124,E,false
common,157,다이소 마우스 팜레스트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,156,E,false
common,158,다이소 팜레스트 만들기,0,,,0,0,0,0|19|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,E,false
common,159,손목 쿠션,1233,0.13,78,117.9k,342.8k,0.05,1.6k|1.8k|1.9k|2.0k|1.6k|1.2k|1.2k|1.2k|1.2k|1.1k|1.3k|1.3k,8,1088,2,16,156,E,false
common,160,손목 보호 마우스 패드 디시,63,,60,0,0,0.4,70|70|50|50|50|50|40|50|50|50|70|70,1,1088,0,0,,E,false
common,161,손목보호대 클리앙,10,0.28,57,0,0,0,10|10|20|10|10|10|10|10|10|10|10|10,1,64,0,0,149,E,false
common,162,다이소 마우스 손목 보호대,47,0.03,41,0,0,-0.25,40|100|70|120|170|100|30|40|70|50|40|52,8,1024,0,0,,E,false
common,163,마우스 손목받침대 디시,183,0.42,83,0,0,0,140|140|210|210|170|170|170|140|170|170|210|170,1,64,0,0,,E,false
common,164,말랑 이 손목쿠션,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,156,E,false
common,165,다이소 손목보호 마우스패드,43,,65,0,0,-0.33,40|50|60|70|50|60|40|40|60|40|50|40,8,64,0,0,189,E,false
common,166,다이소 키보드 손목쿠션,51,0.01,57,0,0,-0.12,37|40|120|50|40|39|60|50|40|50|70|35,8,1088,0,0,156,E,false
common,167,마우스 손목 축,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,183|138|413|132|33|145|173|117|115|187|170|150,E,false
common,168,손목 보호대 추천 클리앙,10,,93,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,64,0,0,149,E,false
common,169,다이소 마우스 선 거치대,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,162|116|147|127|119|135|158|413|132|33,E,false
common,170,키보드 손목 받침대퀘이사존,33,0.52,91,0,0,0.5,30|40|30|40|30|20|30|20|20|30|40|30,1,64,0,0,,E,false
common,171,다이소 마우스 쿠션,10,,,0,0,-1,0|18|18|16|20|16|0|0|17|17|13|0,8,1024,0,0,156,E,false
common,172,버티컬 마우스 손목 아픔 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,613,E,false
common,173,컴퓨터 손목 받침대 효과,10,,34,0,0,0,20|20|10|20|10|10|10|10|10|10|10|10,1,8257,0,0,,E,false
common,174,버티컬 마우스 손가락 통증,10,,0,0,0,0,20|20|47|30|20|10|10|10|10|10|10|10,1,2112,0,0,801|715|613|667,E,false
common,175,손목보호 패드,303,0.56,100,82.2k,332.0k,0.03,270|290|370|320|340|280|250|300|290|280|330|300,8,9281,0,0,,E,false
common,176,마우스 손목 받침대 불편,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,138|188|163|143|137|110|33|172|160|109|130|134,E,false
common,177,손목인형,170,0.08,52,0,0,-0.28,210|220|200|130|160|150|120|180|280|150|160|200,8,65,0,1,156,E,false
common,178,버티컬 마우스 손목받침대,326,0.27,96,117.5k,486.4k,0.25,200|190|250|190|180|150|170|210|270|270|370|340,8,10304,0,24,,E,false
common,179,손목보호 마우스패드 효과,23,,44,0,0,0,40|30|50|60|40|30|20|20|20|20|30|20,1,9281,0,0,,E,false
common,180,다이소 마우스패드 디시,213,,8,0,0,0,210|170|170|170|170|170|170|140|170|210|260|170,4,1088,0,0,,E,false
common,181,로지텍 왼손 마우스,160,0.2,79,59.6k,294.6k,-0.15,140|140|160|160|140|160|210|170|190|160|160|160,8,9280,0,32,801|667,E,false
common,182,마우스 손목 받침,196,0.35,74,54.5k,325.6k,0,140|160|190|160|190|180|120|110|180|160|250|180,8,9280,0,16,139,E,false
common,183,다이소 손목 받침대,1106,0.12,36,0,0,0.04,670|760|920|860|930|590|780|980|1.1k|1.0k|1.2k|1.1k,8,1088,0,8,,E,false
common,184,다이소 손목 패드,63,0.01,31,0,0,-0.44,80|70|100|60|50|50|60|50|90|50|90|50,8,1088,0,0,189,E,false
common,185,왼손잡이 마우스 디시,46,,3,0,0,0.25,50|30|50|50|30|50|40|40|40|50|40|50,1,64,0,0,,E,false
common,186,마우스 손목 받침대클리앙,10,,61,0,0,0,40|20|10|10|10|10|10|10|10|10|10|10,1,64,0,0,,E,false
common,187,키보드 손목 받침대 추천,253,0.17,100,167.8k,753.8k,-0.25,270|230|390|460|360|270|270|250|310|230|300|230,4,65,0,0,,E,false
common,188,마우스 손목 보호대,1153,0.2,100,88.2k,443.7k,0.11,1.3k|1.3k|1.4k|1.3k|1.4k|740|830|880|990|1.0k|1.3k|1.1k,9,9281,0,0,,E,false
common,189,다이소 마우스 받침대,20,,,0,0,0.05,0|17|18|20|20|20|18|20|19|20|20|20,8,1088,0,0,131|147|165|127|119|135|158|138|413|143|33|160,E,false
common,190,마우스 손목보호대 추천,23,0.0,86,0,0,-0.5,60|57|30|40|40|20|40|20|20|20|40|10,8,9281,0,0,,E,false
common,191,ergonomic 마우스,32,,,0,0,-0.46,20|0|19|0|0|0|20|17|30|30|50|16,8,2113,0,0,198,F,false
common,192,m1300,32,,14,0,0,0,70|50|50|60|50|25|42|26|24|36|36|24,8,1088,0,0,846|219,F,false
common,193,마이크로소프트 스컬프트 마우스 단종,30,,4,0,0,0,30|40|50|40|43|40|30|45|30|20|40|30,4,65,0,0,,F,false
common,194,마이크로소프트 스컬프트 에고노믹 마우스,32,0.1,51,0,0,-0.56,40|40|50|40|70|30|40|40|60|40|30|26,8,64,0,0,,F,false
common,195,마이크로소프트 에고노믹 키보드,92,0.02,51,0,0,0.42,120|90|100|80|80|80|60|60|70|89|88|100,8,1088,0,0,,F,false
common,196,어고노믹 마우스,42,0.08,49,0,0,0.25,40|40|60|50|60|40|50|40|40|38|40|50,8,64,0,0,198,F,false
common,197,마이크로소프트 스컬프트 마우스 후기,10,,3,0,0,0,30|20|20|20|20|20|10|10|10|10|10|10,1,8256,0,0,,F,false
common,198,에고노믹 마우스,120,0.15,71,0,0,-0.07,240|150|200|160|140|120|110|150|140|100|130|130,8,65,0,32,213|210|193|203|197|194|200|207|195|33,F,false
common,199,에르고노믹 마우스,60,0.32,100,0,0,-0.16,28|40|60|40|30|40|25|38|60|50|80|50,8,1091,0,0,213|210|193|203|216|222|197|209|207|195|33|198,F,false
common,200,마이크로소프트 에고노믹 마우스 연결,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,F,false
common,201,마이크로소프트 스컬프트 에고노믹 키보드,30,0.25,44,0,0,0.33,47|37|40|50|40|27|40|30|30|10|40|40,8,1088,0,0,,F,false
common,202,마이크로소프트 무소음 마우스,10,0.15,100,0,0,-0.62,10|10|26|10|23|10|10|10|27|10|10|10,8,2113,0,0,193|203|197|201|207|33,F,false
common,203,마이크로소프트 스컬프트 마우스 드라이버,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,65,0,0,,F,false
common,204,스컬 프트 에르고 노믹 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,9280,0,0,198,F,false
common,205,스컬 프 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,667|198,F,false
common,206,마이크로소프트 마우스,3883,0.15,90,94.8k,292.0k,-0.23,4.6k|4.3k|4.6k|4.3k|4.2k|3.8k|3.7k|4.0k|4.4k|4.0k|4.2k|3.4k,8,2112,0,0,,F,true
common,207,마이크로소프트 에고노믹 마우스 후기,10,,29,0,0,0,10|10|10|10|20|10|10|10|10|10|10|10,1,8257,0,0,,F,false
common,208,마이크로소프트 어고노믹 마우스,18,0.06,57,0,0,-0.66,37|36|36|40|20|38|46|10|30|10|36|10,8,8256,0,0,,F,false
common,209,마이크로소프트 스컬프트 키보드,210,0.27,46,0,0,-0.12,220|140|120|160|220|170|190|180|240|160|260|210,8,64,0,32,,F,false
common,210,마이크로소프트 마우스 단종,13,,6,0,0,0,0|0|30|20|10|20|10|10|10|10|20|10,4,1089,0,0,,F,false
common,211,ms 버티컬 마우스,56,0.06,83,0,0,-0.28,70|80|100|100|80|60|70|70|70|40|80|50,8,2112,0,0,801|198,F,false
common,212,마우스 인체공학,43,0.1,100,0,0,-0.16,29|50|40|50|40|36|38|50|60|40|40|50,8,2112,0,0,801|863|613|667|219,F,false
common,213,ms 에르고 마우스,10,0.12,29,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,8,64,0,0,,F,false
common,214,삼성 인체공학 마우스,96,0.0,100,0,0,-0.55,70|70|60|50|80|50|60|30|90|120|130|40,8,1088,0,0,801|667|219,F,false
common,215,마소 스컬프트,15,,29,0,0,-0.66,10|22|27|10|26|38|10|25|30|10|25|10,8,1088,0,0,,F,false
common,216,마이크로소프트 스컬프트 마우스 수리,22,,0,0,0,-0.23,40|30|27|27|10|10|29|30|30|10|33|23,1,8257,0,0,,F,false
common,217,에고노믹 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,198,F,false
common,218,ms 인체공학 마우스,10,0.08,45,0,0,-0.65,28|28|30|10|10|20|10|20|29|10|10|10,8,9280,0,0,667|198,F,false
common,219,스컬프트 인체공학 마우스,14,,29,0,0,0,10|10|10|10|10|10|10|10|10|23|10|10,8,66,0,0,215|210|193|203|197|201|209|208|207|33|198,F,false
common,220,스컬프트 마우스,186,0.22,57,0,0,-0.19,260|180|220|230|170|120|150|190|210|210|180|170,8,64,1,32,198,F,false
common,221,마이크로소프트 스컬프트 에고노믹,73,,29,0,0,-0.36,150|130|160|160|140|80|120|100|110|70|80|70,8,8256,0,16,,F,false
common,222,마이크로소프트 스컬프트 마우스 연결,10,,35,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,65,0,0,,F,false
common,223,마우스 틸트 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,237,G,false
common,224,배그 마우스 사선,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,G,false
common,225,마우스 그립,2920,0.49,12,161.0k,463.9k,-0.19,2.3k|2.3k|2.9k|2.9k|2.4k|2.9k|2.9k|2.4k|2.9k|3.5k|2.9k|2.3k,1,64,1,0,,G,true
common,226,마우스 약지위치,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,G,false
common,227,마우스 클로 그립 디시,13,,6,0,0,0,0|0|0|40|10|20|10|10|10|20|10|10,1,2112,0,0,,G,false
common,228,클로 그립,1893,,0,0,0,-0.17,2.0k|1.6k|2.0k|2.0k|2.0k|2.0k|2.0k|1.6k|2.0k|2k|2.0k|1.7k,1,8256,1,0,,G,false
common,229,클로그립 마우스 추천 디시,283,0.23,41,0,0,-0.19,210|170|320|320|260|320|260|260|260|320|320|210,1,64,0,0,,G,false
common,230,마우스 대각선 이동,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,G,false
common,231,fps 마우스 그립 디시,40,,0,0,0,0.33,50|40|50|50|40|40|30|30|30|40|40|40,1,64,0,0,,G,false
common,232,마우스 비스듬히,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,G,false
common,233,마우스 그립 종류,830,0.34,6,0,0,-0.27,530|490|570|830|670|820|730|640|760|1.1k|830|550,1,64,1,0,,G,false
common,234,마우스 대각선,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,231|225|235|239|242|238|230|232|226|224|33|240,G,false
common,235,마우스 그립 종류디시,56,,2,0,0,0,70|40|50|50|50|40|50|50|50|50|70|50,1,64,0,0,,G,false
common,236,팜 클로 그립 디시,70,,0,0,0,0.4,170|110|140|170|210|170|50|70|50|50|90|70,1,1088,0,0,,G,false
common,237,마우스 대각선 그립,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,231|225|233|235|239|232|227|33|241|228|229|236,G,false
common,238,마우스 대각선 으로 잡음,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,G,false
common,239,마우스 기울기 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,G,false
common,240,틸트 그립,92,,0,0,0,2.92,70|50|70|70|40|50|40|50|40|50|70|157,1,10304,0,0,,G,false
common,241,아스 파스 마우스 그립 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,65,0,0,,G,false
common,242,마우스 대각선 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,G,false
common,243,아두이노 무선 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,9280,0,0,258,H,false
common,244,옵티컬 센서,65,,2,0,0,0,80|59|90|67|70|70|100|60|70|58|69|70,1,2113,0,0,245,H,false
common,245,옵티컬 스위치 마우스,108,0.3,58,174.3k,840k,-0.15,220|167|220|140|120|110|95|83|130|110|104|110,8,1089,0,0,278|272|33|281|283|253|270,H,false
common,246,광마우스 레이저마우스 차이,20,,3,0,0,0,20|30|30|20|40|20|20|20|20|20|20|20,1,8257,0,0,,H,false
common,247,클로그립 마우스,380,0.62,43,66.1k,283.9k,-0.03,270|330|330|370|350|410|360|300|310|430|410|300,1,10305,0,0,,H,false
